month,date,year,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,percent_4hr_target_achieved
201307,2013-07-01,2013,S92000003,S08000029,F704H,Emergency Department,5586,5586,NA,5399,5399,NA,1364,NA,7,NA,3929,NA,119,NA,167,NA,16,NA,0,NA,96.65234514858575
201307,2013-07-01,2013,S92000003,S08000029,F708H,Minor Injury Unit or Other,152,NA,z,152,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000029,F709H,Minor Injury Unit or Other,441,NA,z,441,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000029,F805H,Minor Injury Unit or Other,1751,1751,NA,1751,1751,NA,16,NA,0,NA,1532,NA,201,NA,2,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000019,V201H,Minor Injury Unit or Other,1346,1346,NA,1346,1346,NA,4,NA,0,NA,398,NA,49,NA,895,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000019,V217H,Emergency Department,5498,5498,NA,5247,5247,NA,1309,NA,8,NA,1737,NA,33,NA,2411,NA,2,NA,0,NA,95.43470352855584
201307,2013-07-01,2013,S92000003,S08000020,N101H,Emergency Department,5643,5643,NA,5507,5507,NA,1311,NA,19,NA,3790,NA,49,NA,474,NA,1,NA,0,NA,97.5899344320397
201307,2013-07-01,2013,S92000003,S08000020,N121H,Emergency Department,1462,1462,NA,1454,1454,NA,315,NA,0,NA,1135,NA,10,NA,2,NA,0,NA,0,NA,99.45280437756497
201307,2013-07-01,2013,S92000003,S08000020,N151H,Minor Injury Unit or Other,106,NA,z,106,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N331H,Minor Injury Unit or Other,2,NA,z,2,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N332H,Minor Injury Unit or Other,78,NA,z,78,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N333H,Minor Injury Unit or Other,1466,NA,z,1465,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.93178717598909
201307,2013-07-01,2013,S92000003,S08000020,N334H,Minor Injury Unit or Other,1009,NA,z,1008,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.90089197224975
201307,2013-07-01,2013,S92000003,S08000020,N335H,Minor Injury Unit or Other,299,NA,z,299,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N336H,Minor Injury Unit or Other,218,NA,z,218,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N337H,Minor Injury Unit or Other,380,NA,z,378,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.47368421052632
201307,2013-07-01,2013,S92000003,S08000020,N411H,Emergency Department,2345,2345,NA,2303,2303,NA,508,NA,7,NA,1789,NA,26,NA,15,NA,1,NA,0,NA,98.2089552238806
201307,2013-07-01,2013,S92000003,S08000020,N431H,Minor Injury Unit or Other,86,NA,z,86,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N432H,Minor Injury Unit or Other,53,NA,z,53,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N433H,Minor Injury Unit or Other,133,NA,z,133,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N434H,Minor Injury Unit or Other,42,NA,z,42,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N451H,Minor Injury Unit or Other,42,NA,z,42,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000020,N494H,Minor Injury Unit or Other,121,NA,z,121,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000031,C206H,Minor Injury Unit or Other,1392,1392,NA,1381,1381,NA,245,NA,0,NA,1090,NA,52,NA,5,NA,0,NA,0,NA,99.20977011494253
201307,2013-07-01,2013,S92000003,S08000031,C313H,Emergency Department,2883,2883,NA,2741,2741,NA,713,NA,6,NA,1928,NA,26,NA,210,NA,1,NA,0,NA,95.07457509538675
201307,2013-07-01,2013,S92000003,S08000031,C418H,Emergency Department,5989,5989,NA,5557,5557,NA,1903,NA,14,NA,3747,NA,113,NA,212,NA,8,NA,0,NA,92.78677575555184
201307,2013-07-01,2013,S92000003,S08000031,G107H,Emergency Department,7342,7342,NA,6704,6704,NA,2357,NA,23,NA,4424,NA,65,NA,473,NA,2,NA,0,NA,91.31026968128575
201307,2013-07-01,2013,S92000003,S08000031,G207H,Minor Injury Unit or Other,1515,1515,NA,1515,1515,NA,1,NA,4,NA,1395,NA,77,NA,38,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000031,G306H,Minor Injury Unit or Other,2271,2271,NA,2271,2271,NA,0,NA,0,NA,2089,NA,176,NA,6,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000031,G306H,Emergency Department,5387,5387,NA,5139,5139,NA,1591,NA,10,NA,3339,NA,326,NA,121,NA,4,NA,0,NA,95.39632448487099
201307,2013-07-01,2013,S92000003,S08000031,G405H,Emergency Department,4381,4381,NA,4118,4118,NA,1231,NA,16,NA,2889,NA,149,NA,96,NA,4,NA,0,NA,93.99680438256107
201307,2013-07-01,2013,S92000003,S08000031,G513H,Emergency Department,3448,3448,NA,3406,3406,NA,936,NA,0,NA,2498,NA,5,NA,9,NA,1,NA,0,NA,98.78190255220419
201307,2013-07-01,2013,S92000003,S08000031,G516H,Emergency Department,5201,5201,NA,4627,4627,NA,1758,NA,7,NA,3144,NA,128,NA,164,NA,12,NA,0,NA,88.96366083445491
201307,2013-07-01,2013,S92000003,S08000022,C106H,Minor Injury Unit or Other,715,NA,z,708,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.02097902097901
201307,2013-07-01,2013,S92000003,S08000022,C108H,Minor Injury Unit or Other,124,NA,z,122,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.38709677419355
201307,2013-07-01,2013,S92000003,S08000022,C113H,Minor Injury Unit or Other,396,NA,z,388,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.97979797979798
201307,2013-07-01,2013,S92000003,S08000022,C121H,Emergency Department,676,676,NA,649,649,NA,113,NA,0,NA,548,NA,15,NA,0,NA,2,NA,1,NA,96.00591715976331
201307,2013-07-01,2013,S92000003,S08000022,C122H,Minor Injury Unit or Other,534,NA,z,526,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.50187265917603
201307,2013-07-01,2013,S92000003,S08000022,H101H,Minor Injury Unit or Other,213,NA,z,213,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H103H,Emergency Department,600,600,NA,579,579,NA,184,NA,0,NA,414,NA,2,NA,0,NA,1,NA,0,NA,96.5
201307,2013-07-01,2013,S92000003,S08000022,H106H,Minor Injury Unit or Other,41,NA,z,41,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H202H,Emergency Department,2813,2813,NA,2755,2755,NA,579,NA,3,NA,2226,NA,5,NA,0,NA,1,NA,0,NA,97.9381443298969
201307,2013-07-01,2013,S92000003,S08000022,H208H,Minor Injury Unit or Other,543,NA,z,543,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H210H,Minor Injury Unit or Other,145,NA,z,145,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H212H,Emergency Department,962,962,NA,922,922,NA,124,NA,3,NA,830,NA,5,NA,0,NA,1,NA,0,NA,95.84199584199584
201307,2013-07-01,2013,S92000003,S08000022,H214H,Minor Injury Unit or Other,507,NA,z,507,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H215H,Minor Injury Unit or Other,323,NA,z,323,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H217H,Minor Injury Unit or Other,212,NA,z,212,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H219H,Minor Injury Unit or Other,189,NA,z,189,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H224H,Minor Injury Unit or Other,356,NA,z,353,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.15730337078652
201307,2013-07-01,2013,S92000003,S08000022,H227B,Minor Injury Unit or Other,209,NA,z,209,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000022,H227H,Minor Injury Unit or Other,85,NA,z,82,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,96.47058823529412
201307,2013-07-01,2013,S92000003,S08000032,L106H,Emergency Department,5930,5930,NA,5677,5677,NA,1592,NA,4,NA,4057,NA,169,NA,108,NA,7,NA,0,NA,95.7335581787521
201307,2013-07-01,2013,S92000003,S08000032,L206H,Minor Injury Unit or Other,84,NA,z,84,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000032,L207H,Minor Injury Unit or Other,96,NA,z,96,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000032,L302H,Emergency Department,4994,4994,NA,4756,4756,NA,1383,NA,3,NA,3455,NA,133,NA,20,NA,2,NA,0,NA,95.23428113736485
201307,2013-07-01,2013,S92000003,S08000032,L308H,Emergency Department,5459,5459,NA,5044,5044,NA,973,NA,3,NA,4193,NA,221,NA,69,NA,22,NA,1,NA,92.3978750686939
201307,2013-07-01,2013,S92000003,S08000024,S108H,Minor Injury Unit or Other,167,NA,z,167,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000024,S116H,Minor Injury Unit or Other,3503,3503,NA,3421,3421,NA,1118,NA,0,NA,2357,NA,28,NA,0,NA,3,NA,2,NA,97.6591493005995
201307,2013-07-01,2013,S92000003,S08000024,S308H,Emergency Department,4364,4364,NA,4282,4282,NA,958,NA,1,NA,3301,NA,104,NA,0,NA,0,NA,0,NA,98.12098991750688
201307,2013-07-01,2013,S92000003,S08000024,S314H,Emergency Department,9782,9782,NA,8959,8959,NA,2920,NA,18,NA,6552,NA,292,NA,0,NA,43,NA,0,NA,91.58658760989573
201307,2013-07-01,2013,S92000003,S08000024,S319H,Emergency Department,2948,2948,NA,2918,2918,NA,434,NA,0,NA,2514,NA,0,NA,0,NA,0,NA,0,NA,98.98236092265942
201307,2013-07-01,2013,S92000003,S08000025,R103H,Minor Injury Unit or Other,295,295,NA,289,289,NA,0,NA,0,NA,285,NA,0,NA,10,NA,0,NA,0,NA,97.96610169491525
201307,2013-07-01,2013,S92000003,S08000026,Z102H,Emergency Department,673,673,NA,671,671,NA,156,NA,0,NA,493,NA,2,NA,22,NA,0,NA,0,NA,99.70282317979198
201307,2013-07-01,2013,S92000003,S08000030,T101H,Emergency Department,3994,3994,NA,3957,3957,NA,748,NA,11,NA,2933,NA,298,NA,4,NA,0,NA,0,NA,99.07361041562343
201307,2013-07-01,2013,S92000003,S08000030,T202H,Emergency Department,2295,2295,NA,2267,2267,NA,332,NA,0,NA,1506,NA,402,NA,55,NA,0,NA,0,NA,98.77995642701525
201307,2013-07-01,2013,S92000003,S08000030,T205H,Minor Injury Unit or Other,53,53,NA,53,53,NA,0,NA,0,NA,40,NA,11,NA,2,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000030,T207H,Minor Injury Unit or Other,19,19,NA,18,18,NA,0,NA,0,NA,14,NA,1,NA,4,NA,0,NA,0,NA,94.73684210526315
201307,2013-07-01,2013,S92000003,S08000030,T209H,Minor Injury Unit or Other,299,299,NA,299,299,NA,1,NA,0,NA,278,NA,18,NA,2,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000030,T304H,Minor Injury Unit or Other,1313,1313,NA,1312,1312,NA,0,NA,0,NA,1235,NA,73,NA,5,NA,0,NA,0,NA,99.92383853769992
201307,2013-07-01,2013,S92000003,S08000030,T305H,Minor Injury Unit or Other,288,288,NA,288,288,NA,0,NA,0,NA,272,NA,15,NA,1,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000030,T316H,Minor Injury Unit or Other,225,225,NA,225,225,NA,0,NA,0,NA,209,NA,5,NA,11,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000030,T319H,Minor Injury Unit or Other,641,641,NA,641,641,NA,0,NA,0,NA,608,NA,32,NA,1,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000030,T320H,Minor Injury Unit or Other,342,342,NA,342,342,NA,0,NA,0,NA,309,NA,32,NA,1,NA,0,NA,0,NA,100
201307,2013-07-01,2013,S92000003,S08000030,T357C,Minor Injury Unit or Other,635,635,NA,634,634,NA,0,NA,1,NA,603,NA,28,NA,3,NA,1,NA,0,NA,99.84251968503936
201307,2013-07-01,2013,S92000003,S08000028,W106H,Minor Injury Unit or Other,82,NA,z,82,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201307,2013-07-01,2013,S92000003,S08000028,W107H,Emergency Department,692,692,NA,684,684,NA,124,NA,0,NA,553,NA,5,NA,10,NA,0,NA,0,NA,98.84393063583815
201307,2013-07-01,2013,S92000003,S08000028,W108H,Minor Injury Unit or Other,135,NA,z,135,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000015,A101H,Minor Injury Unit or Other,272,NA,z,272,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000015,A110H,Minor Injury Unit or Other,77,NA,z,77,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000015,A111H,Emergency Department,6310,6310,NA,5896,5896,NA,2407,NA,6,NA,3487,NA,121,NA,289,NA,14,NA,1,NA,93.43898573692552
201308,2013-08-01,2013,S92000003,S08000015,A210H,Emergency Department,4078,4078,NA,3884,3884,NA,1361,NA,4,NA,2531,NA,129,NA,53,NA,3,NA,0,NA,95.242766061795
201308,2013-08-01,2013,S92000003,S08000015,A216H,Minor Injury Unit or Other,115,NA,z,115,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000016,B103H,Minor Injury Unit or Other,18,NA,z,18,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000016,B105H,Minor Injury Unit or Other,163,NA,z,163,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000016,B114H,Minor Injury Unit or Other,16,NA,z,16,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000016,B118H,Minor Injury Unit or Other,56,NA,z,56,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000016,B120H,Emergency Department,2232,2232,NA,2177,2177,NA,775,NA,2,NA,1122,NA,282,NA,51,NA,1,NA,0,NA,97.53584229390681
201308,2013-08-01,2013,S92000003,S08000017,Y101H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000017,Y106H,Minor Injury Unit or Other,80,NA,z,80,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000017,Y109H,Minor Injury Unit or Other,6,NA,z,6,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000017,Y110H,Minor Injury Unit or Other,20,20,NA,20,20,NA,0,NA,0,NA,14,NA,6,NA,0,NA,0,NA,0,NA,100
201308,2013-08-01,2013,S92000003,S08000017,Y144H,Emergency Department,1099,1099,NA,1077,1077,NA,108,NA,4,NA,918,NA,69,NA,0,NA,0,NA,0,NA,97.99818016378526
201308,2013-08-01,2013,S92000003,S08000017,Y146H,Emergency Department,3150,3150,NA,2943,2943,NA,1023,NA,5,NA,2028,NA,94,NA,0,NA,0,NA,0,NA,93.42857142857143
201308,2013-08-01,2013,S92000003,S08000029,F704H,Emergency Department,5519,5519,NA,5320,5320,NA,1279,NA,9,NA,3949,NA,101,NA,181,NA,7,NA,0,NA,96.39427432505889
201308,2013-08-01,2013,S92000003,S08000029,F708H,Minor Injury Unit or Other,156,NA,z,156,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000029,F709H,Minor Injury Unit or Other,388,NA,z,388,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000029,F805H,Minor Injury Unit or Other,1800,1800,NA,1800,1800,NA,9,NA,0,NA,1577,NA,210,NA,4,NA,0,NA,0,NA,100
201308,2013-08-01,2013,S92000003,S08000019,V201H,Minor Injury Unit or Other,1408,1408,NA,1408,1408,NA,3,NA,0,NA,368,NA,64,NA,973,NA,0,NA,0,NA,100
201308,2013-08-01,2013,S92000003,S08000019,V217H,Emergency Department,5578,5578,NA,5095,5095,NA,1389,NA,10,NA,1668,NA,47,NA,2464,NA,13,NA,0,NA,91.34098243097884
201308,2013-08-01,2013,S92000003,S08000020,N101H,Emergency Department,5382,5382,NA,5131,5131,NA,1376,NA,17,NA,3493,NA,32,NA,464,NA,4,NA,1,NA,95.33630620587142
201308,2013-08-01,2013,S92000003,S08000020,N121H,Emergency Department,1512,1512,NA,1488,1488,NA,316,NA,1,NA,1188,NA,3,NA,4,NA,0,NA,0,NA,98.4126984126984
201308,2013-08-01,2013,S92000003,S08000020,N151H,Minor Injury Unit or Other,103,NA,z,103,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N331H,Minor Injury Unit or Other,14,NA,z,14,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N332H,Minor Injury Unit or Other,74,NA,z,74,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N333H,Minor Injury Unit or Other,1346,NA,z,1344,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.85141158989599
201308,2013-08-01,2013,S92000003,S08000020,N334H,Minor Injury Unit or Other,926,NA,z,923,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.67602591792657
201308,2013-08-01,2013,S92000003,S08000020,N335H,Minor Injury Unit or Other,300,NA,z,297,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99
201308,2013-08-01,2013,S92000003,S08000020,N336H,Minor Injury Unit or Other,235,NA,z,235,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N337H,Minor Injury Unit or Other,336,NA,z,327,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.32142857142857
201308,2013-08-01,2013,S92000003,S08000020,N411H,Emergency Department,2189,2189,NA,2067,2067,NA,535,NA,1,NA,1607,NA,23,NA,23,NA,5,NA,1,NA,94.42667884878941
201308,2013-08-01,2013,S92000003,S08000020,N431H,Minor Injury Unit or Other,49,NA,z,49,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N432H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N433H,Minor Injury Unit or Other,114,NA,z,114,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N434H,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N451H,Minor Injury Unit or Other,47,NA,z,47,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000020,N494H,Minor Injury Unit or Other,140,NA,z,140,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000031,C206H,Minor Injury Unit or Other,1348,1348,NA,1326,1326,NA,225,NA,0,NA,1048,NA,65,NA,10,NA,0,NA,0,NA,98.3679525222552
201308,2013-08-01,2013,S92000003,S08000031,C313H,Emergency Department,2829,2829,NA,2680,2680,NA,766,NA,4,NA,1853,NA,25,NA,181,NA,1,NA,0,NA,94.73312124425593
201308,2013-08-01,2013,S92000003,S08000031,C418H,Emergency Department,5893,5893,NA,5483,5483,NA,1954,NA,12,NA,3693,NA,96,NA,138,NA,5,NA,0,NA,93.04259290683862
201308,2013-08-01,2013,S92000003,S08000031,G107H,Emergency Department,7308,7308,NA,6720,6720,NA,2491,NA,17,NA,4249,NA,82,NA,469,NA,7,NA,0,NA,91.95402298850574
201308,2013-08-01,2013,S92000003,S08000031,G207H,Minor Injury Unit or Other,1552,1552,NA,1552,1552,NA,1,NA,0,NA,1451,NA,78,NA,22,NA,0,NA,0,NA,100
201308,2013-08-01,2013,S92000003,S08000031,G306H,Minor Injury Unit or Other,2256,2256,NA,2255,2255,NA,1,NA,0,NA,2087,NA,153,NA,15,NA,0,NA,0,NA,99.95567375886525
201308,2013-08-01,2013,S92000003,S08000031,G306H,Emergency Department,5265,5265,NA,4900,4900,NA,1626,NA,18,NA,3206,NA,302,NA,113,NA,13,NA,0,NA,93.06742640075973
201308,2013-08-01,2013,S92000003,S08000031,G405H,Emergency Department,4164,4164,NA,3922,3922,NA,1190,NA,7,NA,2757,NA,125,NA,85,NA,4,NA,0,NA,94.18828049951969
201308,2013-08-01,2013,S92000003,S08000031,G513H,Emergency Department,3425,3425,NA,3377,3377,NA,1008,NA,4,NA,2404,NA,2,NA,7,NA,0,NA,0,NA,98.5985401459854
201308,2013-08-01,2013,S92000003,S08000031,G516H,Emergency Department,5242,5242,NA,4589,4589,NA,1744,NA,23,NA,3152,NA,133,NA,190,NA,27,NA,0,NA,87.54292254864555
201308,2013-08-01,2013,S92000003,S08000022,C106H,Minor Injury Unit or Other,640,NA,z,638,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.6875
201308,2013-08-01,2013,S92000003,S08000022,C108H,Minor Injury Unit or Other,136,NA,z,134,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.52941176470588
201308,2013-08-01,2013,S92000003,S08000022,C113H,Minor Injury Unit or Other,440,NA,z,422,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,95.9090909090909
201308,2013-08-01,2013,S92000003,S08000022,C121H,Emergency Department,643,643,NA,625,625,NA,111,NA,1,NA,523,NA,8,NA,0,NA,0,NA,0,NA,97.20062208398133
201308,2013-08-01,2013,S92000003,S08000022,C122H,Minor Injury Unit or Other,453,NA,z,433,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,95.58498896247241
201308,2013-08-01,2013,S92000003,S08000022,H101H,Minor Injury Unit or Other,235,NA,z,234,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.57446808510639
201308,2013-08-01,2013,S92000003,S08000022,H103H,Emergency Department,593,593,NA,566,566,NA,153,NA,0,NA,436,NA,4,NA,0,NA,1,NA,0,NA,95.4468802698145
201308,2013-08-01,2013,S92000003,S08000022,H106H,Minor Injury Unit or Other,41,NA,z,41,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000022,H202H,Emergency Department,2938,2938,NA,2826,2826,NA,643,NA,3,NA,2285,NA,7,NA,0,NA,1,NA,1,NA,96.18788291354663
201308,2013-08-01,2013,S92000003,S08000022,H208H,Minor Injury Unit or Other,518,NA,z,518,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000022,H210H,Minor Injury Unit or Other,135,NA,z,134,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.25925925925925
201308,2013-08-01,2013,S92000003,S08000022,H212H,Emergency Department,938,938,NA,922,922,NA,152,NA,0,NA,783,NA,3,NA,0,NA,1,NA,0,NA,98.29424307036247
201308,2013-08-01,2013,S92000003,S08000022,H214H,Minor Injury Unit or Other,455,NA,z,455,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000022,H215H,Minor Injury Unit or Other,315,NA,z,315,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000022,H217H,Minor Injury Unit or Other,206,NA,z,206,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000022,H219H,Minor Injury Unit or Other,175,NA,z,175,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
201308,2013-08-01,2013,S92000003,S08000022,H224H,Minor Injury Unit or Other,366,NA,z,361,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.63387978142076
201308,2013-08-01,2013,S92000003,S08000022,H227B,Minor Injury Unit or Other,185,NA,z,185,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
