WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20210725,S08000022,,Emergency,,Surgery,,176,165,6.7
20210725,S08000024,,Emergency,,Accident & Emergency,,187,124.5,50.2
20210725,S08000024,,Emergency,,All,d,1695,1631.5,3.9
20210725,S08000024,,Emergency,,Cancer,,65,52.5,23.8
20210725,S08000024,,Emergency,,Cardiology,,38,38.5,-1.3
20210725,S08000024,,Emergency,,Gynaecology,,28,27.5,1.8
20210725,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,879,854,2.9
20210725,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,982,945,3.9
20210725,S08000024,,Emergency,,Paediatrics (medical & surgical),,124,97,27.8
20210725,S08000024,,Emergency,,Paediatrics (medical),,108,83,30.1
20210725,S08000024,,Emergency,,Paediatrics (surgical),,16,14,14.3
20210725,S08000024,,Emergency,,Surgery,,372,437.5,-15
20210725,S08000025,,Emergency,,All,d,39,30,30
20210725,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,22,16.5,33.3
20210725,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,22,16.5,33.3
20210725,S08000025,,Emergency,,Surgery,,17,12.5,36
20210725,S08000026,,Emergency,,All,d,36,34.5,4.3
20210725,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,28,22,27.3
20210725,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,28,22,27.3
20210725,S08000026,,Emergency,,Surgery,,8,12.5,-36
20210725,S08000028,,Emergency,,All,d,60,59,1.7
20210725,S08000028,,Emergency,,Community,,8,9.5,-15.8
20210725,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,29,32,-9.4
20210725,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,29,32,-9.4
20210725,S08000028,,Emergency,,Surgery,,20,13.5,48.1
20210725,S08000029,,Emergency,,Accident & Emergency,,57,55,3.6
20210725,S08000029,,Emergency,,All,d,781,740.5,5.5
20210725,S08000029,,Emergency,,Cardiology,,29,23,26.1
20210725,S08000029,,Emergency,,Community,,11,7,57.1
20210725,S08000029,,Emergency,,Gynaecology,,33,23.5,40.4
20210725,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,381,409,-6.8
20210725,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,410,432,-5.1
20210725,S08000029,,Emergency,,Paediatrics (medical & surgical),,68,62,9.7
20210725,S08000029,,Emergency,,Paediatrics (medical),,66,62,6.5
20210725,S08000029,,Emergency,,Surgery,,202,161,25.5
20210725,S08000030,,Emergency,,Accident & Emergency,,81,71,14.1
20210725,S08000030,,Emergency,,All,d,993,1007.5,-1.4
20210725,S08000030,,Emergency,,Cancer,,16,20,-20
20210725,S08000030,,Emergency,,Cardiology,,38,24,58.3
20210725,S08000030,,Emergency,,Gynaecology,,17,18.5,-8.1
20210725,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,516,504.5,2.3
20210725,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,570,548.5,3.9
20210725,S08000030,,Emergency,,Paediatrics (medical & surgical),,93,92.5,0.5
20210725,S08000030,,Emergency,,Paediatrics (medical),,93,92,1.1
20210725,S08000030,,Emergency,,Surgery,,231,257.5,-10.3
20210725,S08000031,,Emergency,,Accident & Emergency,,49,42,16.7
20210725,S08000031,,Emergency,,All,d,2594,2597.5,-0.1
20210725,S08000031,,Emergency,,Cancer,,36,25,44
20210725,S08000031,,Emergency,,Cardiology,,65,92,-29.3
20210725,S08000031,,Emergency,,Gynaecology,,37,46,-19.6
20210725,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1541,1482,4
20210725,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1642,1599,2.7
20210725,S08000031,,Emergency,,Paediatrics (medical & surgical),,191,134,42.5
20210725,S08000031,,Emergency,,Paediatrics (medical),,172,119.5,43.9
20210725,S08000031,,Emergency,,Paediatrics (surgical),,19,14.5,31
20210725,S08000031,,Emergency,,Surgery,,675,776.5,-13.1
20210725,S08000032,,Emergency,,Accident & Emergency,,11,8.5,29.4
20210725,S08000032,,Emergency,,All,d,1297,1373.5,-5.6
20210725,S08000032,,Emergency,,Cardiology,,86,59.5,44.5
20210725,S08000032,,Emergency,,Gynaecology,,14,25.5,-45.1
20210725,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,797,819.5,-2.7
20210725,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,883,879,0.5
20210725,S08000032,,Emergency,,Paediatrics (medical & surgical),,87,87,0
20210725,S08000032,,Emergency,,Paediatrics (medical),,87,87,0
20210725,S08000032,,Emergency,,Surgery,,302,373.5,-19.1
20210725,S92000003,d,Emergency,,Accident & Emergency,,412,397,3.8
20210725,S92000003,d,Emergency,,All,d,11197,11401,-1.8
20210725,S92000003,d,Emergency,,Cancer,,145,122.5,18.4
20210725,S92000003,d,Emergency,,Cardiology,,326,309.5,5.3
20210725,S92000003,d,Emergency,,Community,,152,184,-17.4
20210725,S92000003,d,Emergency,,Gynaecology,,189,217.5,-13.1
20210725,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,6255,6251.5,0.1
20210725,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6726,6683.5,0.6
20210725,S92000003,d,Emergency,,Paediatrics (medical & surgical),,907,827,9.7
20210725,S92000003,d,Emergency,,Paediatrics (medical),,860,787.5,9.2
20210725,S92000003,d,Emergency,,Paediatrics (surgical),,47,39.5,19
20210725,S92000003,d,Emergency,,Surgery,,2811,3092,-9.1
20210801,S08000015,,Emergency,,Accident & Emergency,,6,30.5,-80.3
20210801,S08000015,,Emergency,,All,d,908,975.5,-6.9
20210801,S08000015,,Emergency,,Cardiology,,15,13,15.4
20210801,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,573,595.5,-3.8
20210801,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,588,608.5,-3.4
20210801,S08000015,,Emergency,,Paediatrics (medical & surgical),,94,91.5,2.7
20210801,S08000015,,Emergency,,Paediatrics (medical),,94,91.5,2.7
20210801,S08000015,,Emergency,,Surgery,,220,245,-10.2
20210801,S08000016,,Emergency,,All,d,196,253,-22.5
20210801,S08000016,,Emergency,,Cardiology,,14,8.5,64.7
20210801,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,109,140.5,-22.4
20210801,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,123,149,-17.4
20210801,S08000016,,Emergency,,Paediatrics (medical & surgical),,19,24.5,-22.4
20210801,S08000016,,Emergency,,Paediatrics (medical),,19,24.5,-22.4
20210801,S08000016,,Emergency,,Surgery,,51,73.5,-30.6
20210801,S08000017,,Emergency,,All,d,313,329.5,-5
20210801,S08000017,,Emergency,,Community,,22,22,0
20210801,S08000017,,Emergency,,Gynaecology,,12,16,-25
20210801,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,180,173,4
20210801,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,182,173,5.2
20210801,S08000017,,Emergency,,Paediatrics (medical & surgical),,10,26.5,-62.3
20210801,S08000017,,Emergency,,Paediatrics (medical),,10,26.5,-62.3
20210801,S08000017,,Emergency,,Surgery,,87,92,-5.4
20210801,S08000019,,Emergency,,All,d,556,813,-31.6
20210801,S08000019,,Emergency,,Gynaecology,,24,30.5,-21.3
20210801,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,326,461.5,-29.4
20210801,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,327,464,-29.5
20210801,S08000019,,Emergency,,Paediatrics (medical & surgical),,47,76,-38.2
20210801,S08000019,,Emergency,,Paediatrics (medical),,47,76,-38.2
20210801,S08000019,,Emergency,,Surgery,,155,227.5,-31.9
20210801,S08000020,,Emergency,,Accident & Emergency,,31,55,-43.6
20210801,S08000020,,Emergency,,All,d,951,951.5,-0.1
20210801,S08000020,,Emergency,,Cancer,,25,26,-3.8
20210801,S08000020,,Emergency,,Cardiology,,37,27.5,34.5
20210801,S08000020,,Emergency,,Community,,25,41.5,-39.8
20210801,S08000020,,Emergency,,Gynaecology,,17,11,54.5
20210801,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,459,416.5,10.2
20210801,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,521,470,10.9
20210801,S08000020,,Emergency,,Paediatrics (medical & surgical),,75,71,5.6
20210801,S08000020,,Emergency,,Paediatrics (medical),,66,63.5,3.9
20210801,S08000020,,Emergency,,Paediatrics (surgical),,9,7.5,20
20210801,S08000020,,Emergency,,Surgery,,282,302,-6.6
20210801,S08000022,,Emergency,,All,d,590,607,-2.8
20210801,S08000022,,Emergency,,Cardiology,,6,7.5,-20
20210801,S08000022,,Emergency,,Community,,64,76,-15.8
20210801,S08000022,,Emergency,,Gynaecology,,16,17,-5.9
20210801,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,279,289,-3.5
20210801,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,285,298,-4.4
20210801,S08000022,,Emergency,,Paediatrics (medical & surgical),,68,42.5,60
20210801,S08000022,,Emergency,,Paediatrics (medical),,68,42.5,60
20210801,S08000022,,Emergency,,Surgery,,157,172.5,-9
20210801,S08000024,,Emergency,,Accident & Emergency,,194,145,33.8
20210801,S08000024,,Emergency,,All,d,1755,1691,3.8
20210801,S08000024,,Emergency,,Cancer,,63,58,8.6
20210801,S08000024,,Emergency,,Cardiology,,46,45,2.2
20210801,S08000024,,Emergency,,Community,,5,0,8000
20210801,S08000024,,Emergency,,Gynaecology,,25,26.5,-5.7
20210801,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,879,873,0.7
20210801,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,988,976,1.2
20210801,S08000024,,Emergency,,Paediatrics (medical & surgical),,139,115.5,20.3
20210801,S08000024,,Emergency,,Paediatrics (medical),,120,100,20
20210801,S08000024,,Emergency,,Paediatrics (surgical),,19,15.5,22.6
20210801,S08000024,,Emergency,,Surgery,,404,428,-5.6
20210801,S08000025,,Emergency,,All,d,37,35,5.7
20210801,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,27,23,17.4
20210801,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,27,23,17.4
20210801,S08000025,,Emergency,,Surgery,,10,12,-16.7
20210801,S08000026,,Emergency,,All,d,45,30,50
20210801,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,29,20.5,41.5
20210801,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,29,20.5,41.5
20210801,S08000026,,Emergency,,Surgery,,16,9.5,68.4
20210801,S08000028,,Emergency,,All,d,58,63.5,-8.7
20210801,S08000028,,Emergency,,Community,,12,12.5,-4
20210801,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,30,33.5,-10.4
20210801,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,30,33.5,-10.4
20210801,S08000028,,Emergency,,Surgery,,15,15.5,-3.2
20210801,S08000029,,Emergency,,Accident & Emergency,,65,70.5,-7.8
20210801,S08000029,,Emergency,,All,d,781,781,0
20210801,S08000029,,Emergency,,Cardiology,,27,28.5,-5.3
20210801,S08000029,,Emergency,,Community,,11,5.5,100
20210801,S08000029,,Emergency,,Gynaecology,,31,23.5,31.9
20210801,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,378,419.5,-9.9
20210801,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,405,448,-9.6
20210801,S08000029,,Emergency,,Paediatrics (medical & surgical),,71,56.5,25.7
20210801,S08000029,,Emergency,,Paediatrics (medical),,69,56.5,22.1
20210801,S08000029,,Emergency,,Surgery,,198,177,11.9
20210801,S08000030,,Emergency,,Accident & Emergency,,99,79.5,24.5
20210801,S08000030,,Emergency,,All,d,966,938,3
20210801,S08000030,,Emergency,,Cancer,,14,18.5,-24.3
20210801,S08000030,,Emergency,,Cardiology,,26,17,52.9
20210801,S08000030,,Emergency,,Gynaecology,,23,15.5,48.4
20210801,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,479,483.5,-0.9
20210801,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,519,519,0
20210801,S08000030,,Emergency,,Paediatrics (medical & surgical),,104,85.5,21.6
20210801,S08000030,,Emergency,,Paediatrics (medical),,104,85.5,21.6
20210801,S08000030,,Emergency,,Surgery,,219,224,-2.2
20210801,S08000031,,Emergency,,Accident & Emergency,,35,39.5,-11.4
20210801,S08000031,,Emergency,,All,d,2570,2705.5,-5
20210801,S08000031,,Emergency,,Cancer,,31,29.5,5.1
20210801,S08000031,,Emergency,,Cardiology,,77,106,-27.4
20210801,S08000031,,Emergency,,Gynaecology,,57,37.5,52
20210801,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1557,1584.5,-1.7
20210801,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1665,1720,-3.2
20210801,S08000031,,Emergency,,Paediatrics (medical & surgical),,154,135.5,13.7
20210801,S08000031,,Emergency,,Paediatrics (medical),,140,121.5,15.2
20210801,S08000031,,Emergency,,Paediatrics (surgical),,14,14,0
20210801,S08000031,,Emergency,,Surgery,,659,773,-14.7
20210801,S08000032,,Emergency,,Accident & Emergency,,6,7,-14.3
20210801,S08000032,,Emergency,,All,d,1407,1398.5,0.6
20210801,S08000032,,Emergency,,Cardiology,,90,68,32.4
20210801,S08000032,,Emergency,,Gynaecology,,20,23.5,-14.9
20210801,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,897,831.5,7.9
20210801,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,987,899.5,9.7
20210801,S08000032,,Emergency,,Paediatrics (medical & surgical),,75,84,-10.7
20210801,S08000032,,Emergency,,Paediatrics (medical),,75,84,-10.7
20210801,S08000032,,Emergency,,Surgery,,319,384.5,-17
20210801,S92000003,d,Emergency,,Accident & Emergency,,439,443,-0.9
20210801,S92000003,d,Emergency,,All,d,11133,11572,-3.8
20210801,S92000003,d,Emergency,,Cancer,,133,133.5,-0.4
20210801,S92000003,d,Emergency,,Cardiology,,341,323.5,5.4
20210801,S92000003,d,Emergency,,Community,,144,178,-19.1
20210801,S92000003,d,Emergency,,Gynaecology,,225,201,11.9
20210801,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,6202,6345,-2.3
20210801,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6676,6802,-1.9
20210801,S92000003,d,Emergency,,Paediatrics (medical & surgical),,857,811,5.7
20210801,S92000003,d,Emergency,,Paediatrics (medical),,813,774,5
20210801,S92000003,d,Emergency,,Paediatrics (surgical),,44,37,18.9
20210801,S92000003,d,Emergency,,Surgery,,2792,3136,-11
20210808,S08000015,,Emergency,,Accident & Emergency,,8,35,-77.1
20210808,S08000015,,Emergency,,All,d,967,980.5,-1.4
20210808,S08000015,,Emergency,,Cardiology,,18,15,20
20210808,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,612,604,1.3
20210808,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,630,619,1.8
20210808,S08000015,,Emergency,,Paediatrics (medical & surgical),,87,95,-8.4
20210808,S08000015,,Emergency,,Paediatrics (medical),,87,95,-8.4
20210808,S08000015,,Emergency,,Surgery,,242,231.5,4.5
20210808,S08000016,,Emergency,,All,d,188,221,-14.9
20210808,S08000016,,Emergency,,Cardiology,,11,9.5,15.8
20210808,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,102,119,-14.3
20210808,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,113,128.5,-12.1
20210808,S08000016,,Emergency,,Paediatrics (medical & surgical),,29,23,26.1
20210808,S08000016,,Emergency,,Paediatrics (medical),,29,23,26.1
20210808,S08000016,,Emergency,,Surgery,,44,64.5,-31.8
20210808,S08000017,,Emergency,,All,d,329,312,5.4
20210808,S08000017,,Emergency,,Community,,20,15.5,29
20210808,S08000017,,Emergency,,Gynaecology,,11,12,-8.3
20210808,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,168,169.5,-0.9
20210808,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,169,170.5,-0.9
20210808,S08000017,,Emergency,,Paediatrics (medical & surgical),,35,30.5,14.8
20210808,S08000017,,Emergency,,Paediatrics (medical),,35,30,16.7
20210808,S08000017,,Emergency,,Surgery,,94,83.5,12.6
20210808,S08000019,,Emergency,,All,d,544,802.5,-32.2
20210808,S08000019,,Emergency,,Gynaecology,,13,28.5,-54.4
20210808,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,349,503,-30.6
20210808,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,349,505,-30.9
20210808,S08000019,,Emergency,,Paediatrics (medical & surgical),,63,75.5,-16.6
20210808,S08000019,,Emergency,,Paediatrics (medical),,63,74.5,-15.4
20210808,S08000019,,Emergency,,Surgery,,117,183,-36.1
20210808,S08000020,,Emergency,,Accident & Emergency,,31,58,-46.6
20210808,S08000020,,Emergency,,All,d,953,931.5,2.3
20210808,S08000020,,Emergency,,Cancer,,35,23,52.2
20210808,S08000020,,Emergency,,Cardiology,,39,29,34.5
20210808,S08000020,,Emergency,,Community,,21,46.5,-54.8
20210808,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,458,419.5,9.2
20210808,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,532,471.5,12.8
20210808,S08000020,,Emergency,,Paediatrics (medical & surgical),,79,84.5,-6.5
20210808,S08000020,,Emergency,,Paediatrics (medical),,70,76.5,-8.5
20210808,S08000020,,Emergency,,Paediatrics (surgical),,9,8,12.5
20210808,S08000020,,Emergency,,Surgery,,287,262,9.5
20210808,S08000022,,Emergency,,All,d,606,602.5,0.6
20210808,S08000022,,Emergency,,Cardiology,,5,9,-44.4
20210808,S08000022,,Emergency,,Community,,79,79.5,-0.6
20210808,S08000022,,Emergency,,Gynaecology,,11,19,-42.1
20210808,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,293,279.5,4.8
20210808,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,298,289,3.1
20210808,S08000022,,Emergency,,Paediatrics (medical & surgical),,62,42.5,45.9
20210808,S08000022,,Emergency,,Paediatrics (medical),,62,42,47.6
20210808,S08000022,,Emergency,,Surgery,,156,172.5,-9.6
20210808,S08000024,,Emergency,,Accident & Emergency,,204,125.5,62.5
20210808,S08000024,,Emergency,,All,d,1686,1691.5,-0.3
20210808,S08000024,,Emergency,,Cancer,,72,59.5,21
20210808,S08000024,,Emergency,,Cardiology,,43,35,22.9
20210808,S08000024,,Emergency,,Gynaecology,,33,32,3.1
20210808,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,861,853,0.9
20210808,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,976,947.5,3
20210808,S08000024,,Emergency,,Paediatrics (medical & surgical),,108,115,-6.1
20210808,S08000024,,Emergency,,Paediatrics (medical),,92,99.5,-7.5
20210808,S08000024,,Emergency,,Paediatrics (surgical),,16,15.5,3.2
20210808,S08000024,,Emergency,,Surgery,,365,471.5,-22.6
20210808,S08000025,,Emergency,,All,d,32,29,10.3
20210808,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,21,18,16.7
20210808,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,21,18.5,13.5
20210808,S08000025,,Emergency,,Surgery,,11,10.5,4.8
20210808,S08000026,,Emergency,,All,d,39,32.5,20
20210808,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,21,19.5,7.7
20210808,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,21,19.5,7.7
20210808,S08000026,,Emergency,,Surgery,,18,13,38.5
20210808,S08000028,,Emergency,,All,d,62,70.5,-12.1
20210808,S08000028,,Emergency,,Community,,14,12.5,12
20210808,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,30,36,-16.7
20210808,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,30,36,-16.7
20210808,S08000028,,Emergency,,Surgery,,15,19,-21.1
20210808,S08000029,,Emergency,,Accident & Emergency,,65,63,3.2
20210808,S08000029,,Emergency,,All,d,751,744.5,0.9
20210808,S08000029,,Emergency,,Cardiology,,25,21.5,16.3
20210808,S08000029,,Emergency,,Community,,8,5.5,45.5
20210808,S08000029,,Emergency,,Gynaecology,,25,16.5,51.5
20210808,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,387,401.5,-3.6
20210808,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,412,423,-2.6
20210808,S08000029,,Emergency,,Paediatrics (medical & surgical),,75,65,15.4
20210808,S08000029,,Emergency,,Paediatrics (medical),,75,65,15.4
20210808,S08000029,,Emergency,,Surgery,,166,171.5,-3.2
20210808,S08000030,,Emergency,,Accident & Emergency,,88,63,39.7
20210808,S08000030,,Emergency,,All,d,938,921.5,1.8
20210808,S08000030,,Emergency,,Cancer,,14,18.5,-24.3
20210808,S08000030,,Emergency,,Cardiology,,31,26,19.2
20210808,S08000030,,Emergency,,Gynaecology,,7,10,-30
20210808,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,498,453,9.9
20210808,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,543,497.5,9.1
20210808,S08000030,,Emergency,,Paediatrics (medical & surgical),,99,87.5,13.1
20210808,S08000030,,Emergency,,Paediatrics (medical),,97,87.5,10.9
20210808,S08000030,,Emergency,,Surgery,,198,247.5,-20
20210808,S08000031,,Emergency,,Accident & Emergency,,43,39,10.3
20210808,S08000031,,Emergency,,All,d,2576,2638.5,-2.4
20210808,S08000031,,Emergency,,Cancer,,33,36,-8.3
20210808,S08000031,,Emergency,,Cardiology,,77,93,-17.2
20210808,S08000031,,Emergency,,Gynaecology,,58,39.5,46.8
20210808,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1490,1509.5,-1.3
20210808,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1600,1638.5,-2.3
20210808,S08000031,,Emergency,,Paediatrics (medical & surgical),,176,141,24.8
20210808,S08000031,,Emergency,,Paediatrics (medical),,156,125.5,24.3
20210808,S08000031,,Emergency,,Paediatrics (surgical),,20,15.5,29
20210808,S08000031,,Emergency,,Surgery,,699,780.5,-10.4
20210808,S08000032,,Emergency,,Accident & Emergency,,6,4.5,33.3
20210808,S08000032,,Emergency,,All,d,1380,1452,-5
20210808,S08000032,,Emergency,,Cardiology,,79,79,0
20210808,S08000032,,Emergency,,Gynaecology,,25,22.5,11.1
20210808,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,903,868,4
20210808,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,982,947,3.7
20210808,S08000032,,Emergency,,Paediatrics (medical & surgical),,62,82.5,-24.8
20210808,S08000032,,Emergency,,Paediatrics (medical),,62,82.5,-24.8
20210808,S08000032,,Emergency,,Surgery,,305,395.5,-22.9
20210808,S92000003,d,Emergency,,Accident & Emergency,,447,398.5,12.2
20210808,S92000003,d,Emergency,,All,d,11051,11430,-3.3
20210808,S92000003,d,Emergency,,Cancer,,154,138,11.6
20210808,S92000003,d,Emergency,,Cardiology,,329,320,2.8
20210808,S92000003,d,Emergency,,Community,,147,180,-18.3
20210808,S92000003,d,Emergency,,Gynaecology,,186,188.5,-1.3
20210808,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,6193,6253,-1
20210808,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6676,6711,-0.5
20210808,S92000003,d,Emergency,,Paediatrics (medical & surgical),,878,844.5,4
20210808,S92000003,d,Emergency,,Paediatrics (medical),,831,803.5,3.4
20210808,S92000003,d,Emergency,,Paediatrics (surgical),,47,41,14.6
20210808,S92000003,d,Emergency,,Surgery,,2717,3106,-12.5
20210815,S08000015,,Emergency,,Accident & Emergency,,5,22,-77.3
20210815,S08000015,,Emergency,,All,d,964,979,-1.5
20210815,S08000015,,Emergency,,Cardiology,,10,18.5,-45.9
20210815,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,617,596,3.5
20210815,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,627,614.5,2
20210815,S08000015,,Emergency,,Paediatrics (medical & surgical),,101,91.5,10.4
20210815,S08000015,,Emergency,,Paediatrics (medical),,101,91.5,10.4
20210815,S08000015,,Emergency,,Surgery,,231,251,-8
20210815,S08000016,,Emergency,,All,d,177,227,-22
20210815,S08000016,,Emergency,,Cardiology,,5,6.5,-23.1
20210815,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,96,128.5,-25.3
20210815,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,101,135,-25.2
20210815,S08000016,,Emergency,,Paediatrics (medical & surgical),,28,27.5,1.8
20210815,S08000016,,Emergency,,Paediatrics (medical),,28,27.5,1.8
20210815,S08000016,,Emergency,,Surgery,,48,61.5,-22
20210815,S08000017,,Emergency,,All,d,304,311,-2.3
20210815,S08000017,,Emergency,,Community,,14,20,-30
20210815,S08000017,,Emergency,,Gynaecology,,9,12.5,-28
20210815,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,174,165,5.5
20210815,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,175,165.5,5.7
20210815,S08000017,,Emergency,,Paediatrics (medical & surgical),,28,22.5,24.4
20210815,S08000017,,Emergency,,Paediatrics (medical),,28,22.5,24.4
20210815,S08000017,,Emergency,,Surgery,,78,90.5,-13.8
20210815,S08000019,,Emergency,,All,d,589,828,-28.9
20210815,S08000019,,Emergency,,Gynaecology,,12,44,-72.7
20210815,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,382,476.5,-19.8
20210815,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,383,486.5,-21.3
20210815,S08000019,,Emergency,,Paediatrics (medical & surgical),,66,83.5,-21
20210815,S08000019,,Emergency,,Paediatrics (medical),,66,83.5,-21
20210815,S08000019,,Emergency,,Surgery,,124,199,-37.7
20210815,S08000020,,Emergency,,Accident & Emergency,,25,57,-56.1
20210815,S08000020,,Emergency,,All,d,966,951.5,1.5
20210815,S08000020,,Emergency,,Cancer,,25,21.5,16.3
20210815,S08000020,,Emergency,,Cardiology,,31,24,29.2
20210815,S08000020,,Emergency,,Community,,29,41.5,-30.1
20210815,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,454,442.5,2.6
20210815,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,510,488,4.5
20210815,S08000020,,Emergency,,Paediatrics (medical & surgical),,81,77.5,4.5
20210815,S08000020,,Emergency,,Paediatrics (medical),,69,69,0
20210815,S08000020,,Emergency,,Paediatrics (surgical),,12,8.5,41.2
20210815,S08000020,,Emergency,,Surgery,,317,278.5,13.8
20210815,S08000022,,Emergency,,All,d,590,605.5,-2.6
20210815,S08000022,,Emergency,,Cardiology,,7,10,-30
20210815,S08000022,,Emergency,,Community,,51,83,-38.6
20210815,S08000022,,Emergency,,Gynaecology,,13,15.5,-16.1
20210815,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,308,302,2
20210815,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,315,312,1
20210815,S08000022,,Emergency,,Paediatrics (medical & surgical),,73,46,58.7
20210815,S08000022,,Emergency,,Paediatrics (medical),,73,46,58.7
20210815,S08000022,,Emergency,,Surgery,,138,149,-7.4
20210815,S08000024,,Emergency,,Accident & Emergency,,187,120,55.8
20210815,S08000024,,Emergency,,All,d,1732,1655,4.7
20210815,S08000024,,Emergency,,Cancer,,72,53,35.8
20210815,S08000024,,Emergency,,Cardiology,,33,41,-19.5
