quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beddays,all_staffed_beddays_qf,total_occupied_beddays,total_occupied_beddays_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf
2020Q4,NA,S08000031,NA,G516H,NA,A9,NA,Gastroenterology,NA,39,NA,39,NA,0.42391304347826103,NA,0.42391304347826103,NA,100,NA
2020Q4,NA,S08000031,NA,S08000031,d,A9,NA,Gastroenterology,NA,11557,NA,10518,NA,125.61956521739133,NA,114.32608695652172,NA,91.00977762395084,NA
2021Q1,NA,S08000031,NA,C206H,NA,A9,NA,Gastroenterology,NA,4,NA,4,NA,0.04444444444444446,NA,0.04444444444444446,NA,100,NA
2021Q1,NA,S08000031,NA,C313H,NA,A9,NA,Gastroenterology,NA,37,NA,37,NA,0.4111111111111112,NA,0.4111111111111112,NA,100,NA
2021Q1,NA,S08000031,NA,C418H,NA,A9,NA,Gastroenterology,NA,846,NA,846,NA,9.4,NA,9.4,NA,100,NA
2021Q1,NA,S08000031,NA,G107H,NA,A9,NA,Gastroenterology,NA,3404,NA,3404,NA,37.82222222222222,NA,37.82222222222222,NA,100,NA
2021Q1,NA,S08000031,NA,G207H,NA,A9,NA,Gastroenterology,NA,25,NA,25,NA,0.27777777777777785,NA,0.27777777777777785,NA,100,NA
2021Q1,NA,S08000031,NA,G306H,NA,A9,NA,Gastroenterology,NA,2,NA,2,NA,0.02222222222222223,NA,0.02222222222222223,NA,100,NA
2021Q1,NA,S08000031,NA,G405H,NA,A9,NA,Gastroenterology,NA,6352,NA,5506,NA,70.5777777777778,NA,61.17777777777779,NA,86.68136020151134,NA
2021Q1,NA,S08000031,NA,G516H,NA,A9,NA,Gastroenterology,NA,25,NA,25,NA,0.27777777777777785,NA,0.27777777777777785,NA,100,NA
2021Q1,NA,S08000031,NA,S08000031,d,A9,NA,Gastroenterology,NA,11174,NA,10327,NA,124.15555555555558,NA,114.74444444444444,NA,92.4199033470557,NA
2021Q2,NA,S08000031,NA,C206H,NA,A9,NA,Gastroenterology,NA,8,NA,8,NA,0.08791208791208795,NA,0.08791208791208795,NA,100,NA
2021Q2,NA,S08000031,NA,C313H,NA,A9,NA,Gastroenterology,NA,2,NA,2,NA,0.02197802197802198,NA,0.02197802197802198,NA,100,NA
2021Q2,NA,S08000031,NA,C418H,NA,A9,NA,Gastroenterology,NA,987,NA,987,NA,10.84615384615385,NA,10.84615384615385,NA,100,NA
2021Q2,NA,S08000031,NA,G107H,NA,A9,NA,Gastroenterology,NA,2869,NA,2869,NA,31.527472527472536,NA,31.527472527472536,NA,100,NA
2021Q2,NA,S08000031,NA,G207H,NA,A9,NA,Gastroenterology,NA,2,NA,2,NA,0.02197802197802198,NA,0.02197802197802198,NA,100,NA
2021Q2,NA,S08000031,NA,G306H,NA,A9,NA,Gastroenterology,NA,11,NA,11,NA,0.12087912087912092,NA,0.12087912087912092,NA,100,NA
2021Q2,NA,S08000031,NA,G405H,NA,A9,NA,Gastroenterology,NA,7604,NA,6592,NA,83.56043956043958,NA,72.43956043956045,NA,86.6912151499211,NA
2021Q2,NA,S08000031,NA,G516H,NA,A9,NA,Gastroenterology,NA,39,NA,39,NA,0.4285714285714287,NA,0.4285714285714287,NA,100,NA
2021Q2,NA,S08000031,NA,S08000031,d,A9,NA,Gastroenterology,NA,12055,NA,11043,NA,132.4725274725275,NA,121.35164835164838,NA,91.6051430941518,NA
2021Q3,NA,S08000031,NA,C206H,NA,A9,NA,Gastroenterology,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2021Q3,NA,S08000031,NA,C313H,NA,A9,NA,Gastroenterology,NA,3,NA,3,NA,0.03260869565217392,NA,0.03260869565217392,NA,100,NA
2021Q3,NA,S08000031,NA,C418H,NA,A9,NA,Gastroenterology,NA,1169,NA,1169,NA,12.70652173913044,NA,12.70652173913044,NA,100,NA
2021Q3,NA,S08000031,NA,G107H,NA,A9,NA,Gastroenterology,NA,2649,NA,2649,NA,28.793478260869577,NA,28.793478260869577,NA,100,NA
2021Q3,NA,S08000031,NA,G207H,NA,A9,NA,Gastroenterology,NA,6,NA,6,NA,0.06521739130434784,NA,0.06521739130434784,NA,100,NA
2021Q3,NA,S08000031,NA,G306H,NA,A9,NA,Gastroenterology,NA,4,NA,4,NA,0.04347826086956523,NA,0.04347826086956523,NA,100,NA
2021Q3,NA,S08000031,NA,G405H,NA,A9,NA,Gastroenterology,NA,8042,NA,7443,NA,87.41304347826089,NA,80.9021739130435,NA,92.55160407858745,NA
2021Q3,NA,S08000031,NA,G516H,NA,A9,NA,Gastroenterology,NA,36,NA,36,NA,0.3913043478260871,NA,0.3913043478260871,NA,100,NA
2021Q3,NA,S08000031,NA,S08000031,d,A9,NA,Gastroenterology,NA,12596,NA,11997,NA,136.9130434782609,NA,130.4021739130435,NA,95.24452207049858,NA
2021Q4,p,S08000031,NA,C206H,NA,A9,NA,Gastroenterology,NA,7,NA,7,NA,0.07608695652173916,NA,0.07608695652173916,NA,100,NA
2021Q4,p,S08000031,NA,C313H,NA,A9,NA,Gastroenterology,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2021Q4,p,S08000031,NA,C418H,NA,A9,NA,Gastroenterology,NA,853,NA,853,NA,9.271739130434788,NA,9.271739130434788,NA,100,NA
2021Q4,p,S08000031,NA,G107H,NA,A9,NA,Gastroenterology,NA,1806,NA,1806,NA,19.630434782608695,NA,19.630434782608695,NA,100,NA
2021Q4,p,S08000031,NA,G207H,NA,A9,NA,Gastroenterology,NA,10,NA,10,NA,0.10869565217391308,NA,0.10869565217391308,NA,100,NA
2021Q4,p,S08000031,NA,G405H,NA,A9,NA,Gastroenterology,NA,7383,NA,6844,NA,80.25,NA,74.39130434782612,NA,92.6994446701883,NA
2021Q4,p,S08000031,NA,G516H,NA,A9,NA,Gastroenterology,NA,14,NA,14,NA,0.15217391304347833,NA,0.15217391304347833,NA,100,NA
2021Q4,p,S08000031,NA,S08000031,d,A9,NA,Gastroenterology,NA,10845,NA,10306,NA,117.88043478260872,NA,112.0217391304348,NA,95.02996772706318,NA
2016Q4,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3685,NA,2929,NA,40.05434782608695,NA,31.836956521739136,NA,79.48439620081413,NA
2016Q4,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11786,NA,10773,NA,128.10869565217394,NA,117.09782608695654,NA,91.40505684710676,NA
2016Q4,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,18999,NA,17235,NA,206.51086956521743,NA,187.3369565217392,NA,90.71530080530552,NA
2016Q4,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,23235,NA,19174,NA,252.554347826087,NA,208.4130434782609,NA,82.52205724123091,NA
2016Q4,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2016Q4,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,3,NA,3,NA,0.03260869565217392,NA,0.03260869565217392,NA,100,NA
2016Q4,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,24569,NA,23695,NA,267.05434782608694,NA,257.55434782608694,NA,96.44267165940822,NA
2016Q4,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,3890,NA,3189,NA,42.28260869565218,NA,34.663043478260875,NA,81.97943444730079,NA
2016Q4,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,86203,NA,77034,NA,936.9891304347829,NA,837.3260869565219,NA,89.36347922926119,NA
2017Q1,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3683,NA,2999,NA,40.92222222222223,NA,33.32222222222222,NA,81.42818354602227,NA
2017Q1,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,12479,NA,11239,NA,138.6555555555556,NA,124.8777777777778,NA,90.06330635467587,NA
2017Q1,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,20199,NA,18379,NA,224.43333333333337,NA,204.2111111111111,NA,90.98965295311648,NA
2017Q1,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,21621,NA,18286,NA,240.23333333333332,NA,203.1777777777778,NA,84.57518153646919,NA
2017Q1,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,6,NA,6,NA,0.0666666666666667,NA,0.0666666666666667,NA,100,NA
2017Q1,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,11,NA,11,NA,0.12222222222222226,NA,0.12222222222222226,NA,100,NA
2017Q1,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,25521,NA,24927,NA,283.56666666666666,NA,276.9666666666667,NA,97.67250499588572,NA
2017Q1,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,2238,NA,1944,NA,24.86666666666667,NA,21.6,NA,86.86327077747991,NA
2017Q1,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,85758,NA,77791,NA,952.866666666667,NA,864.3444444444445,NA,90.70990461531284,NA
2017Q2,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3964,NA,2612,NA,43.56043956043957,NA,28.70329670329671,NA,65.89303733602424,NA
2017Q2,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11165,NA,9817,NA,122.69230769230772,NA,107.87912087912088,NA,87.92655620241828,NA
2017Q2,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,18213,NA,16824,NA,200.1428571428572,NA,184.8791208791209,NA,92.3735793114808,NA
2017Q2,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,18920,NA,16934,NA,207.9120879120879,NA,186.08791208791217,NA,89.50317124735732,NA
2017Q2,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,11,NA,11,NA,0.12087912087912092,NA,0.12087912087912092,NA,100,NA
2017Q2,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA
2017Q2,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,24005,NA,22685,NA,263.7912087912089,NA,249.2857142857143,NA,94.50114559466778,NA
2017Q2,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,4383,NA,3240,NA,48.164835164835175,NA,35.60439560439562,NA,73.92197125256673,NA
2017Q2,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,80662,NA,72124,NA,886.3956043956046,NA,792.5714285714288,NA,89.41509012918104,NA
2017Q3,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3582,NA,2499,NA,38.934782608695656,NA,27.163043478260875,NA,69.76549413735346,NA
2017Q3,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11076,NA,9347,NA,120.39130434782612,NA,101.59782608695652,NA,84.38967136150235,NA
2017Q3,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,17991,NA,16860,NA,195.554347826087,NA,183.26086956521743,NA,93.7135234283809,NA
2017Q3,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,18089,NA,15647,NA,196.61956521739137,NA,170.07608695652178,NA,86.50008292332359,NA
2017Q3,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2017Q3,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2017Q3,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,24308,NA,22859,NA,264.21739130434787,NA,248.46739130434784,NA,94.03899950633536,NA
2017Q3,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,4124,NA,3178,NA,44.82608695652175,NA,34.54347826086956,NA,77.06110572259942,NA
2017Q3,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,79173,NA,70393,NA,860.5760869565219,NA,765.1413043478262,NA,88.9103608553421,NA
2017Q4,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3807,NA,2699,NA,41.38043478260871,NA,29.336956521739136,NA,70.89571841344892,NA
2017Q4,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11610,NA,9913,NA,126.19565217391306,NA,107.75,NA,85.3832902670112,NA
2017Q4,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,18530,NA,17281,NA,201.4130434782609,NA,187.8369565217392,NA,93.25957906098222,NA
2017Q4,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,19844,NA,17380,NA,215.69565217391303,NA,188.9130434782609,NA,87.58314855875832,NA
2017Q4,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2017Q4,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2017Q4,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,25461,NA,24574,NA,276.75,NA,267.108695652174,NA,96.51624052472413,NA
2017Q4,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,3340,NA,2797,NA,36.30434782608695,NA,30.402173913043487,NA,83.74251497005989,NA
2017Q4,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,82611,NA,74663,NA,897.9456521739132,NA,811.5543478260872,NA,90.37900521722293,NA
2018Q1,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3635,NA,3077,NA,40.3888888888889,NA,34.1888888888889,NA,84.6492434662999,NA
2018Q1,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,12637,NA,11442,NA,140.41111111111113,NA,127.13333333333335,NA,90.54364168710931,NA
2018Q1,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,19494,NA,18434,NA,216.6,NA,204.82222222222228,NA,94.56242946547655,NA
2018Q1,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,22638,NA,21014,NA,251.53333333333336,NA,233.4888888888889,NA,92.82622139764996,NA
2018Q1,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,2,NA,2,NA,0.02222222222222223,NA,0.02222222222222223,NA,100,NA
2018Q1,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,25533,NA,24744,NA,283.7,NA,274.93333333333334,NA,96.90988133004348,NA
2018Q1,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,4572,NA,4209,NA,50.8,NA,46.76666666666667,NA,92.06036745406826,NA
2018Q1,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,88512,NA,82923,NA,983.466666666667,NA,921.366666666667,NA,93.68560195227764,NA
2018Q2,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3819,NA,2815,NA,41.96703296703297,NA,30.93406593406594,NA,73.71039539146376,NA
2018Q2,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11040,NA,9250,NA,121.31868131868134,NA,101.64835164835164,NA,83.78623188405798,NA
2018Q2,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,18841,NA,17949,NA,207.04395604395611,NA,197.24175824175828,NA,95.26564407409371,NA
2018Q2,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,18844,NA,16673,NA,207.07692307692312,NA,183.21978021978023,NA,88.47909148800682,NA
2018Q2,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA
2018Q2,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,2,NA,2,NA,0.02197802197802198,NA,0.02197802197802198,NA,100,NA
2018Q2,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,24785,NA,23480,NA,272.36263736263743,NA,258.0219780219781,NA,94.7347185797862,NA
2018Q2,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,2870,NA,2592,NA,31.538461538461544,NA,28.483516483516485,NA,90.3135888501742,NA
2018Q2,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,80205,NA,72765,NA,881.3736263736266,NA,799.6153846153848,NA,90.72377033850758,NA
2018Q3,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3999,NA,2643,NA,43.467391304347835,NA,28.728260869565226,NA,66.09152288072019,NA
2018Q3,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11080,NA,9547,NA,120.43478260869568,NA,103.7717391304348,NA,86.16425992779784,NA
2018Q3,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,18652,NA,17637,NA,202.73913043478265,NA,191.7065217391305,NA,94.5582243191079,NA
2018Q3,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,18994,NA,16560,NA,206.4565217391305,NA,180,NA,87.1854269769401,NA
2018Q3,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,14,NA,14,NA,0.15217391304347833,NA,0.15217391304347833,NA,100,NA
2018Q3,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,24079,NA,22755,NA,261.72826086956525,NA,247.3369565217392,NA,94.5014327837535,NA
2018Q3,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,2333,NA,2013,NA,25.35869565217392,NA,21.8804347826087,NA,86.28375482211746,NA
2018Q3,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,79184,NA,71202,NA,860.6956521739132,NA,773.9347826086957,NA,89.91968074358458,NA
2018Q4,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,4186,NA,2713,NA,45.5,NA,29.489130434782613,NA,64.81127568084091,NA
2018Q4,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11285,NA,10212,NA,122.6630434782609,NA,111,NA,90.49180327868854,NA
2018Q4,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,18857,NA,17811,NA,204.96739130434784,NA,193.59782608695656,NA,94.45298828021429,NA
2018Q4,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,18278,NA,15649,NA,198.67391304347828,NA,170.09782608695656,NA,85.61658824816722,NA
2018Q4,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,19,NA,19,NA,0.20652173913043487,NA,0.20652173913043487,NA,100,NA
2018Q4,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA
2018Q4,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,22869,NA,20729,NA,248.57608695652175,NA,225.3152173913044,NA,90.64235427871792,NA
2018Q4,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,4031,NA,3758,NA,43.81521739130436,NA,40.84782608695652,NA,93.2274869759365,NA
2018Q4,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,79537,NA,70903,NA,864.5326086956522,NA,770.6847826086957,NA,89.14467480543648,NA
2019Q1,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,4004,NA,2948,NA,44.488888888888894,NA,32.75555555555555,NA,73.62637362637363,NA
2019Q1,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,12123,NA,11010,NA,134.7,NA,122.33333333333334,NA,90.81910418213312,NA
2019Q1,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,19861,NA,18883,NA,220.6777777777778,NA,209.81111111111113,NA,95.07577664770152,NA
2019Q1,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,20455,NA,18102,NA,227.2777777777778,NA,201.13333333333335,NA,88.49670007333172,NA
2019Q1,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,6,NA,6,NA,0.0666666666666667,NA,0.0666666666666667,NA,100,NA
2019Q1,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.01111111111111111,NA,0.01111111111111111,NA,100,NA
2019Q1,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,21163,NA,19142,NA,235.14444444444447,NA,212.68888888888895,NA,90.45031422766152,NA
2019Q1,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,5638,NA,5479,NA,62.64444444444447,NA,60.87777777777779,NA,97.1798510109968,NA
2019Q1,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,83409,NA,75579,NA,926.766666666667,NA,839.7666666666669,NA,90.61252382836383,NA
2019Q2,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,4029,NA,3015,NA,44.27472527472528,NA,33.13186813186814,NA,74.8324646314222,NA
2019Q2,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,11356,NA,10408,NA,124.79120879120882,NA,114.3736263736264,NA,91.65199013737234,NA
2019Q2,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,20669,NA,19539,NA,227.13186813186817,NA,214.71428571428572,NA,94.53287532052832,NA
2019Q2,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,18785,NA,16260,NA,206.42857142857147,NA,178.68131868131874,NA,86.55842427468728,NA
2019Q2,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,16,NA,16,NA,0.1758241758241759,NA,0.1758241758241759,NA,100,NA
2019Q2,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,6,NA,6,NA,0.06593406593406596,NA,0.06593406593406596,NA,100,NA
2019Q2,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,21121,NA,19094,NA,232.0989010989011,NA,209.82417582417588,NA,90.40291652857348,NA
2019Q2,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,4045,NA,3917,NA,44.45054945054946,NA,43.04395604395606,NA,96.8355995055624,NA
2019Q2,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,80072,NA,72300,NA,879.912087912088,NA,794.5054945054947,NA,90.29373563792588,NA
2019Q3,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,4069,NA,2975,NA,44.228260869565226,NA,32.33695652173913,NA,73.11378717129517,NA
2019Q3,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,10969,NA,9845,NA,119.22826086956525,NA,107.01086956521742,NA,89.75294010392928,NA
2019Q3,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,20444,NA,19538,NA,222.21739130434784,NA,212.36956521739137,NA,95.56838192134612,NA
2019Q3,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,19059,NA,16838,NA,207.1630434782609,NA,183.02173913043484,NA,88.34671283907866,NA
2019Q3,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,176,NA,176,NA,1.91304347826087,NA,1.91304347826087,NA,100,NA
2019Q3,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,2,NA,2,NA,0.02173913043478261,NA,0.02173913043478261,NA,100,NA
2019Q3,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,20474,NA,18246,NA,222.54347826086965,NA,198.32608695652175,NA,89.11790563641694,NA
2019Q3,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,3915,NA,3598,NA,42.55434782608695,NA,39.10869565217393,NA,91.90293742017884,NA
2019Q3,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,79172,NA,71282,NA,860.5652173913046,NA,774.8043478260872,NA,90.03435558025566,NA
2019Q4,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3996,NA,3088,NA,43.434782608695656,NA,33.56521739130436,NA,77.2772772772773,NA
2019Q4,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,12280,NA,11630,NA,133.47826086956525,NA,126.4130434782609,NA,94.70684039087948,NA
2019Q4,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,21497,NA,20813,NA,233.6630434782609,NA,226.22826086956525,NA,96.8181606735824,NA
2019Q4,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,20179,NA,18467,NA,219.3369565217392,NA,200.7282608695652,NA,91.51593240497547,NA
2019Q4,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,82,NA,82,NA,0.891304347826087,NA,0.891304347826087,NA,100,NA
2019Q4,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,4,NA,4,NA,0.04347826086956523,NA,0.04347826086956523,NA,100,NA
2019Q4,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,21795,NA,19708,NA,236.90217391304353,NA,214.21739130434784,NA,90.42440926818075,NA
2019Q4,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,4352,NA,4256,NA,47.30434782608696,NA,46.2608695652174,NA,97.79411764705884,NA
2019Q4,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,84198,NA,78061,NA,915.1956521739132,NA,848.4891304347827,NA,92.71122829520894,NA
2020Q1,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,3965,NA,2864,NA,43.57142857142858,NA,31.47252747252747,NA,72.23203026481715,NA
2020Q1,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,12505,NA,11322,NA,137.41758241758245,NA,124.41758241758244,NA,90.53978408636546,NA
2020Q1,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,21624,NA,19890,NA,237.6263736263737,NA,218.57142857142856,NA,91.98113207547172,NA
2020Q1,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,21066,NA,17537,NA,231.49450549450555,NA,192.71428571428572,NA,83.2478875913795,NA
2020Q1,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,134,NA,134,NA,1.4725274725274728,NA,1.4725274725274728,NA,100,NA
2020Q1,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,13,NA,13,NA,0.14285714285714288,NA,0.14285714285714288,NA,100,NA
2020Q1,NA,S08000031,NA,G405H,NA,A1,NA,General Medicine,NA,21921,NA,18806,NA,240.89010989010995,NA,206.6593406593407,NA,85.78988184845583,NA
2020Q1,NA,S08000031,NA,G516H,NA,A1,NA,General Medicine,NA,4226,NA,3952,NA,46.439560439560445,NA,43.42857142857144,NA,93.51632749645056,NA
2020Q1,NA,S08000031,NA,S08000031,d,A1,NA,General Medicine,NA,85474,NA,74538,NA,939.2747252747254,NA,819.0989010989013,NA,87.2054659896577,NA
2020Q2,NA,S08000031,NA,C206H,NA,A1,NA,General Medicine,NA,5511,NA,1905,NA,60.56043956043957,NA,20.934065934065934,NA,34.56722917800762,NA
2020Q2,NA,S08000031,NA,C313H,NA,A1,NA,General Medicine,NA,10360,NA,6999,NA,113.84615384615384,NA,76.91208791208793,NA,67.55791505791508,NA
2020Q2,NA,S08000031,NA,C418H,NA,A1,NA,General Medicine,NA,18787,NA,14671,NA,206.45054945054943,NA,161.21978021978026,NA,78.0912332996221,NA
2020Q2,NA,S08000031,NA,D102H,NA,A1,NA,General Medicine,NA,60,NA,60,NA,0.6593406593406594,NA,0.6593406593406594,NA,100,NA
2020Q2,NA,S08000031,NA,G107H,NA,A1,NA,General Medicine,NA,20786,NA,14043,NA,228.4175824175824,NA,154.31868131868134,NA,67.55989608390264,NA
2020Q2,NA,S08000031,NA,G207H,NA,A1,NA,General Medicine,NA,85,NA,85,NA,0.9340659340659342,NA,0.9340659340659342,NA,100,NA
2020Q2,NA,S08000031,NA,G306H,NA,A1,NA,General Medicine,NA,1,NA,1,NA,0.01098901098901099,NA,0.01098901098901099,NA,100,NA
