month,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,date,quarter,prop_admission_to_same,prop_other_speciality,prop_residence,prop_transfer,prop_unknown
201504,S92000003,S08000024,S108H,Minor Injury Unit or Other,108,NA,z,108,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-04-01,2,NA,NA,NA,NA,NA
201504,S92000003,S08000024,S116H,Minor Injury Unit or Other,3418,3418,NA,3015,3015,NA,1102,NA,0,NA,2302,NA,14,NA,0,NA,74,NA,26,NA,2015-04-01,2,0.32241076653013456,0,0.6734932709186658,0.004095962551199532,0
201504,S92000003,S08000024,S308H,Emergency Department,4379,4379,NA,4085,4085,NA,1059,NA,6,NA,3237,NA,77,NA,0,NA,19,NA,0,NA,2015-04-01,2,0.24183603562457182,0.0013701758392327015,0.7392098652660425,0.017583923270153002,0
201504,S92000003,S08000024,S314H,Emergency Department,9440,9440,NA,8839,8839,NA,2857,NA,13,NA,6322,NA,248,NA,0,NA,76,NA,2,NA,2015-04-01,2,0.3026483050847458,0.0013771186440677966,0.6697033898305085,0.026271186440677965,0
201504,S92000003,S08000024,S319H,Emergency Department,3820,3820,NA,3762,3762,NA,460,NA,0,NA,3360,NA,0,NA,0,NA,1,NA,0,NA,2015-04-01,2,0.12041884816753927,0,0.8795811518324608,0,0
201504,S92000003,S08000025,R103H,Emergency Department,409,409,NA,400,400,NA,128,NA,0,NA,280,NA,0,NA,1,NA,0,NA,0,NA,2015-04-01,2,0.31295843520782396,0,0.684596577017115,0,0.0024449877750611247
201504,S92000003,S08000026,Z102H,Emergency Department,621,621,NA,603,603,NA,154,NA,1,NA,442,NA,5,NA,19,NA,1,NA,1,NA,2015-04-01,2,0.24798711755233493,0.001610305958132045,0.711755233494364,0.008051529790660225,0.030595813204508857
201504,S92000003,S08000030,T101H,Emergency Department,3928,3928,NA,3849,3849,NA,1066,NA,8,NA,2568,NA,285,NA,1,NA,0,NA,0,NA,2015-04-01,2,0.2713849287169043,0.002036659877800407,0.6537678207739308,0.07255600814663951,2.545824847250509e-4
201504,S92000003,S08000030,T202H,Emergency Department,2083,2083,NA,2055,2055,NA,340,NA,3,NA,1396,NA,342,NA,2,NA,1,NA,1,NA,2015-04-01,2,0.16322611617858857,0.0014402304368698992,0.6701872299567931,0.1641862698031685,9.601536245799327e-4
201504,S92000003,S08000030,T205H,Minor Injury Unit or Other,31,31,NA,31,31,NA,0,NA,0,NA,28,NA,2,NA,1,NA,0,NA,0,NA,2015-04-01,2,0,0,0.9032258064516129,0.06451612903225806,0.03225806451612903
201504,S92000003,S08000030,T207H,Minor Injury Unit or Other,10,10,NA,10,10,NA,0,NA,0,NA,9,NA,1,NA,0,NA,0,NA,0,NA,2015-04-01,2,0,0,0.9,0.1,0
201504,S92000003,S08000030,T209H,Minor Injury Unit or Other,310,310,NA,310,310,NA,0,NA,0,NA,288,NA,21,NA,1,NA,0,NA,0,NA,2015-04-01,2,0,0,0.9290322580645162,0.06774193548387097,0.0032258064516129032
201504,S92000003,S08000030,T304H,Minor Injury Unit or Other,1276,1276,NA,1276,1276,NA,0,NA,0,NA,1139,NA,131,NA,6,NA,0,NA,0,NA,2015-04-01,2,0,0,0.8926332288401254,0.10266457680250783,0.004702194357366771
201504,S92000003,S08000030,T305H,Minor Injury Unit or Other,279,279,NA,279,279,NA,0,NA,0,NA,257,NA,22,NA,0,NA,0,NA,0,NA,2015-04-01,2,0,0,0.921146953405018,0.07885304659498207,0
201504,S92000003,S08000030,T316H,Minor Injury Unit or Other,182,182,NA,182,182,NA,1,NA,0,NA,158,NA,15,NA,8,NA,0,NA,0,NA,2015-04-01,2,0.005494505494505495,0,0.8681318681318682,0.08241758241758242,0.04395604395604396
201504,S92000003,S08000030,T319H,Minor Injury Unit or Other,661,661,NA,661,661,NA,0,NA,0,NA,615,NA,44,NA,2,NA,0,NA,0,NA,2015-04-01,2,0,0,0.9304084720121029,0.06656580937972768,0.0030257186081694403
201504,S92000003,S08000030,T320H,Minor Injury Unit or Other,237,237,NA,237,237,NA,0,NA,0,NA,220,NA,15,NA,2,NA,0,NA,0,NA,2015-04-01,2,0,0,0.9282700421940928,0.06329113924050633,0.008438818565400843
201504,S92000003,S08000030,T357C,Minor Injury Unit or Other,552,552,NA,552,552,NA,0,NA,1,NA,501,NA,46,NA,4,NA,0,NA,0,NA,2015-04-01,2,0,0.0018115942028985507,0.907608695652174,0.08333333333333333,0.007246376811594203
201504,S92000003,S08000028,W106H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-04-01,2,NA,NA,NA,NA,NA
201504,S92000003,S08000028,W107H,Emergency Department,570,570,NA,551,551,NA,126,NA,0,NA,432,NA,7,NA,5,NA,2,NA,0,NA,2015-04-01,2,0.22105263157894736,0,0.7578947368421053,0.012280701754385965,0.008771929824561403
201504,S92000003,S08000028,W108H,Minor Injury Unit or Other,107,NA,z,107,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-04-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000015,A101H,Minor Injury Unit or Other,235,NA,z,233,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000015,A110H,Minor Injury Unit or Other,44,NA,z,44,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000015,A111H,Emergency Department,6335,6335,NA,5589,5589,NA,2607,NA,10,NA,3250,NA,108,NA,360,NA,68,NA,13,NA,2015-05-01,2,0.41152328334648774,0.0015785319652722968,0.5130228887134964,0.017048145224940806,0.056827150749802685
201505,S92000003,S08000015,A210H,Emergency Department,3843,3843,NA,3404,3404,NA,1387,NA,8,NA,2304,NA,97,NA,47,NA,46,NA,8,NA,2015-05-01,2,0.3609159510798855,0.0020817069997397866,0.5995316159250585,0.025240697371844912,0.012230028623471247
201505,S92000003,S08000015,A216H,Minor Injury Unit or Other,96,NA,z,96,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000016,B103H,Minor Injury Unit or Other,10,NA,z,10,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000016,B105H,Minor Injury Unit or Other,74,NA,z,74,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000016,B114H,Minor Injury Unit or Other,12,NA,z,12,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000016,B118H,Minor Injury Unit or Other,42,NA,z,42,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000016,B120H,Emergency Department,2411,2411,NA,2326,2326,NA,831,NA,3,NA,1387,NA,173,NA,17,NA,1,NA,0,NA,2015-05-01,2,0.34467026130236417,0.001244296972210701,0.5752799668187474,0.0717544587308171,0.007051016175860639
201505,S92000003,S08000017,Y101H,Minor Injury Unit or Other,21,NA,z,21,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000017,Y106H,Minor Injury Unit or Other,20,NA,z,20,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000017,Y109H,Minor Injury Unit or Other,6,NA,z,6,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000017,Y110H,Minor Injury Unit or Other,19,19,NA,19,19,NA,0,NA,0,NA,19,NA,0,NA,0,NA,0,NA,0,NA,2015-05-01,2,0,0,1,0,0
201505,S92000003,S08000017,Y144H,Emergency Department,1065,1065,NA,1042,1042,NA,117,NA,2,NA,915,NA,31,NA,0,NA,1,NA,0,NA,2015-05-01,2,0.10985915492957747,0.0018779342723004694,0.8591549295774648,0.02910798122065728,0
201505,S92000003,S08000017,Y146H,Emergency Department,2939,2939,NA,2851,2851,NA,986,NA,3,NA,1832,NA,60,NA,58,NA,2,NA,0,NA,2015-05-01,2,0.3354882613133719,0.0010207553589656345,0.6233412725416808,0.02041510717931269,0.019734603606668934
201505,S92000003,S08000029,F704H,Emergency Department,5399,5399,NA,5226,5226,NA,1250,NA,9,NA,3809,NA,163,NA,168,NA,5,NA,0,NA,2015-05-01,2,0.23152435636228932,0.0016669753658084831,0.705501018707168,0.030190776069642527,0.031116873495091683
201505,S92000003,S08000029,F708H,Minor Injury Unit or Other,131,NA,z,131,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000029,F709H,Minor Injury Unit or Other,376,NA,z,376,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000029,F805H,Minor Injury Unit or Other,1889,1889,NA,1888,1888,NA,8,NA,0,NA,1708,NA,145,NA,28,NA,0,NA,0,NA,2015-05-01,2,0.004235044997353097,0,0.9041821069348862,0.07676019057702488,0.014822657490735839
201505,S92000003,S08000019,V201H,Minor Injury Unit or Other,1421,1421,NA,1421,1421,NA,1,NA,0,NA,1008,NA,58,NA,354,NA,0,NA,0,NA,2015-05-01,2,7.037297677691766e-4,0,0.7093596059113301,0.04081632653061224,0.24912033779028853
201505,S92000003,S08000019,V217H,Emergency Department,5311,5311,NA,4821,4821,NA,1382,NA,17,NA,2992,NA,51,NA,869,NA,30,NA,0,NA,2015-05-01,2,0.260214648842026,0.0032009037845980044,0.5633590660892487,0.009602711353794013,0.16362266993033328
201505,S92000003,S08000020,N101H,Emergency Department,4696,4696,NA,4374,4374,NA,1210,NA,12,NA,3003,NA,40,NA,431,NA,17,NA,0,NA,2015-05-01,2,0.25766609880749575,0.002555366269165247,0.639480408858603,0.008517887563884156,0.09178023850085179
201505,S92000003,S08000020,N121H,Emergency Department,1633,1633,NA,1609,1609,NA,317,NA,0,NA,1304,NA,0,NA,12,NA,0,NA,0,NA,2015-05-01,2,0.19412124923453766,0,0.7985303123086344,0,0.007348438456827924
201505,S92000003,S08000020,N151H,Minor Injury Unit or Other,100,NA,z,100,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N331H,Minor Injury Unit or Other,13,NA,z,13,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N332H,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N333H,Minor Injury Unit or Other,1362,NA,z,1359,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N334H,Minor Injury Unit or Other,705,NA,z,704,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N335H,Minor Injury Unit or Other,272,NA,z,269,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N336H,Minor Injury Unit or Other,211,NA,z,211,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N337H,Minor Injury Unit or Other,269,NA,z,262,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N411H,Emergency Department,2058,2058,NA,1987,1987,NA,403,NA,3,NA,1608,NA,13,NA,31,NA,1,NA,1,NA,2015-05-01,2,0.195821185617104,0.0014577259475218659,0.7813411078717201,0.006316812439261419,0.015063168124392614
201505,S92000003,S08000020,N431H,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N432H,Minor Injury Unit or Other,14,NA,z,14,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N433H,Minor Injury Unit or Other,109,NA,z,109,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N451H,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N494H,Minor Injury Unit or Other,137,NA,z,137,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000020,N683C,Minor Injury Unit or Other,56,NA,z,56,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000031,C206H,Minor Injury Unit or Other,1368,1368,NA,1307,1307,NA,214,NA,1,NA,1030,NA,118,NA,5,NA,0,NA,0,NA,2015-05-01,2,0.1564327485380117,7.309941520467836e-4,0.7529239766081871,0.08625730994152046,0.003654970760233918
201505,S92000003,S08000031,C313H,Emergency Department,2683,2683,NA,2548,2548,NA,725,NA,3,NA,1736,NA,51,NA,168,NA,5,NA,0,NA,2015-05-01,2,0.270219903093552,0.0011181513231457323,0.6470368989936638,0.01900857249347745,0.062616474096161015
201505,S92000003,S08000031,C418H,Emergency Department,5741,5741,NA,4914,4914,NA,1948,NA,8,NA,3501,NA,113,NA,171,NA,112,NA,0,NA,2015-05-01,2,0.33931370841316844,0.0013934854554955582,0.6098240724612437,0.01968298205887476,0.02978575161121756
201505,S92000003,S08000031,G107H,Emergency Department,7058,7058,NA,6322,6322,NA,2382,NA,16,NA,4272,NA,119,NA,269,NA,14,NA,0,NA,2015-05-01,2,0.33748937376027205,0.002266931141966563,0.6052706149050723,0.01686030036837631,0.03811277982431284
201505,S92000003,S08000031,G207H,Minor Injury Unit or Other,1634,1634,NA,1634,1634,NA,0,NA,0,NA,1532,NA,83,NA,19,NA,0,NA,0,NA,2015-05-01,2,0,0,0.9375764993880049,0.05079559363525092,0.011627906976744186
201505,S92000003,S08000031,G306H,Minor Injury Unit or Other,2327,2327,NA,2327,2327,NA,1,NA,1,NA,2186,NA,127,NA,12,NA,0,NA,0,NA,2015-05-01,2,4.297378599054577e-4,4.297378599054577e-4,0.9394069617533305,0.054576708207993124,0.005156854318865492
201505,S92000003,S08000031,G306H,Emergency Department,2271,2271,NA,1973,1973,NA,774,NA,4,NA,1326,NA,121,NA,46,NA,17,NA,0,NA,2015-05-01,2,0.34081902245706736,0.0017613386173491853,0.583883751651255,0.05328049317481286,0.02025539409951563
201505,S92000003,S08000031,G405H,Emergency Department,4990,4990,NA,4267,4267,NA,1425,NA,12,NA,3293,NA,148,NA,112,NA,54,NA,2,NA,2015-05-01,2,0.28557114228456915,0.002404809619238477,0.6599198396793587,0.02965931863727455,0.022444889779559118
201505,S92000003,S08000031,G405H,Emergency Department,137,137,NA,127,127,NA,35,NA,1,NA,94,NA,3,NA,4,NA,0,NA,0,NA,2015-05-01,2,0.25547445255474455,0.0072992700729927005,0.6861313868613139,0.021897810218978103,0.029197080291970802
201505,S92000003,S08000031,G513H,Emergency Department,3906,3906,NA,3879,3879,NA,1103,NA,1,NA,2800,NA,0,NA,2,NA,0,NA,0,NA,2015-05-01,2,0.28238607270865335,2.560163850486431e-4,0.7168458781362007,0,5.120327700972862e-4
201505,S92000003,S08000031,G516H,Emergency Department,4207,4207,NA,3593,3593,NA,1323,NA,3,NA,2572,NA,150,NA,159,NA,46,NA,0,NA,2015-05-01,2,0.3144758735440932,7.130972189208462e-4,0.6113620156881389,0.03565486094604231,0.03779415260280485
201505,S92000003,S08000031,G516H,Minor Injury Unit or Other,61,61,NA,61,61,NA,0,NA,0,NA,48,NA,13,NA,0,NA,0,NA,0,NA,2015-05-01,2,0,0,0.7868852459016393,0.21311475409836064,0
201505,S92000003,S08000022,C106H,Minor Injury Unit or Other,649,NA,z,648,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,C108H,Minor Injury Unit or Other,136,NA,z,136,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,C113H,Minor Injury Unit or Other,383,NA,z,373,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,C121H,Emergency Department,648,648,NA,634,634,NA,146,NA,0,NA,486,NA,16,NA,0,NA,0,NA,0,NA,2015-05-01,2,0.22530864197530864,0,0.75,0.024691358024691357,0
201505,S92000003,S08000022,C122H,Minor Injury Unit or Other,403,NA,z,395,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H101H,Minor Injury Unit or Other,203,NA,z,203,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H103H,Emergency Department,554,554,NA,523,523,NA,158,NA,1,NA,394,NA,1,NA,0,NA,3,NA,0,NA,2015-05-01,2,0.2851985559566787,0.0018050541516245488,0.7111913357400722,0.0018050541516245488,0
201505,S92000003,S08000022,H106H,Minor Injury Unit or Other,17,NA,z,17,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H202H,Emergency Department,2845,2845,NA,2637,2637,NA,736,NA,5,NA,2087,NA,17,NA,0,NA,15,NA,0,NA,2015-05-01,2,0.2586994727592267,0.0017574692442882249,0.7335676625659051,0.005975395430579965,0
201505,S92000003,S08000022,H208H,Minor Injury Unit or Other,424,NA,z,424,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H210H,Minor Injury Unit or Other,99,NA,z,99,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H212H,Emergency Department,898,898,NA,871,871,NA,141,NA,0,NA,753,NA,4,NA,0,NA,2,NA,0,NA,2015-05-01,2,0.15701559020044542,0,0.8385300668151447,0.004454342984409799,0
201505,S92000003,S08000022,H214H,Minor Injury Unit or Other,433,NA,z,433,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H215H,Minor Injury Unit or Other,247,NA,z,247,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H217H,Minor Injury Unit or Other,142,NA,z,142,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H219H,Minor Injury Unit or Other,163,NA,z,163,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H224H,Minor Injury Unit or Other,364,NA,z,353,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H227B,Minor Injury Unit or Other,175,NA,z,175,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000022,H227H,Minor Injury Unit or Other,87,NA,z,87,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000032,L106H,Emergency Department,5643,5643,NA,5430,5430,NA,1832,NA,5,NA,3668,NA,98,NA,40,NA,1,NA,0,NA,2015-05-01,2,0.3246500088605352,8.86053517632465e-4,0.6500088605351764,0.017366648945596315,0.00708842814105972
201505,S92000003,S08000032,L206H,Minor Injury Unit or Other,72,NA,z,72,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000032,L207H,Minor Injury Unit or Other,87,NA,z,87,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000032,L302H,Emergency Department,4988,4988,NA,4444,4444,NA,1399,NA,3,NA,3473,NA,108,NA,5,NA,145,NA,72,NA,2015-05-01,2,0.28047313552526065,6.014434643143544e-4,0.696271050521251,0.02165196471531676,0.0010024057738572574
201505,S92000003,S08000032,L308H,Emergency Department,5295,5295,NA,4668,4668,NA,1063,NA,2,NA,3979,NA,102,NA,149,NA,105,NA,34,NA,2015-05-01,2,0.2007554296506138,3.7771482530689327e-4,0.7514636449480642,0.019263456090651557,0.02813975448536355
201505,S92000003,S08000024,S108H,Minor Injury Unit or Other,136,NA,z,136,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000024,S116H,Minor Injury Unit or Other,3520,3520,NA,3080,3080,NA,1128,NA,1,NA,2360,NA,31,NA,0,NA,121,NA,37,NA,2015-05-01,2,0.32045454545454544,2.840909090909091e-4,0.6704545454545454,0.008806818181818181,0
201505,S92000003,S08000024,S308H,Emergency Department,4588,4588,NA,4294,4294,NA,1110,NA,4,NA,3388,NA,86,NA,0,NA,13,NA,2,NA,2015-05-01,2,0.24193548387096775,8.718395815170009e-4,0.7384481255448997,0.018744551002615517,0
201505,S92000003,S08000024,S314H,Emergency Department,9637,9637,NA,9136,9136,NA,2906,NA,16,NA,6510,NA,205,NA,0,NA,37,NA,0,NA,2015-05-01,2,0.3015461243125454,0.0016602677181695549,0.6755214278302376,0.02127218013904742,0
201505,S92000003,S08000024,S319H,Emergency Department,3854,3854,NA,3802,3802,NA,493,NA,1,NA,3358,NA,2,NA,0,NA,1,NA,0,NA,2015-05-01,2,0.12791904514789829,2.594706798131811e-4,0.8713025428126622,5.189413596263622e-4,0
201505,S92000003,S08000025,R103H,Emergency Department,483,483,NA,474,474,NA,133,NA,1,NA,245,NA,0,NA,104,NA,1,NA,0,NA,2015-05-01,2,0.2753623188405797,0.002070393374741201,0.5072463768115942,0,0.2153209109730849
201505,S92000003,S08000026,Z102H,Emergency Department,674,674,NA,662,662,NA,177,NA,1,NA,468,NA,3,NA,25,NA,1,NA,1,NA,2015-05-01,2,0.2626112759643917,0.001483679525222552,0.6943620178041543,0.004451038575667656,0.037091988130563795
201505,S92000003,S08000030,T101H,Emergency Department,4010,4010,NA,3966,3966,NA,1076,NA,11,NA,2644,NA,279,NA,0,NA,0,NA,0,NA,2015-05-01,2,0.2683291770573566,0.002743142144638404,0.6593516209476309,0.06957605985037406,0
201505,S92000003,S08000030,T202H,Emergency Department,2161,2161,NA,2132,2132,NA,323,NA,0,NA,1556,NA,258,NA,24,NA,0,NA,0,NA,2015-05-01,2,0.14946783896344285,0,0.7200370198981952,0.11938917167977788,0.011105969458583989
201505,S92000003,S08000030,T205H,Minor Injury Unit or Other,34,34,NA,34,34,NA,0,NA,0,NA,28,NA,5,NA,1,NA,0,NA,0,NA,2015-05-01,2,0,0,0.8235294117647058,0.14705882352941177,0.029411764705882353
201505,S92000003,S08000030,T207H,Minor Injury Unit or Other,11,11,NA,11,11,NA,0,NA,0,NA,9,NA,2,NA,0,NA,0,NA,0,NA,2015-05-01,2,0,0,0.8181818181818182,0.18181818181818182,0
201505,S92000003,S08000030,T209H,Minor Injury Unit or Other,311,311,NA,310,310,NA,2,NA,0,NA,295,NA,13,NA,1,NA,0,NA,0,NA,2015-05-01,2,0.006430868167202572,0,0.9485530546623794,0.04180064308681672,0.003215434083601286
201505,S92000003,S08000030,T304H,Minor Injury Unit or Other,1224,1224,NA,1223,1223,NA,0,NA,0,NA,1120,NA,102,NA,2,NA,0,NA,0,NA,2015-05-01,2,0,0,0.9150326797385621,0.08333333333333333,0.0016339869281045752
201505,S92000003,S08000030,T305H,Minor Injury Unit or Other,279,279,NA,278,278,NA,0,NA,0,NA,263,NA,15,NA,1,NA,0,NA,0,NA,2015-05-01,2,0,0,0.942652329749104,0.053763440860215055,0.0035842293906810036
201505,S92000003,S08000030,T316H,Minor Injury Unit or Other,152,152,NA,152,152,NA,0,NA,0,NA,128,NA,15,NA,9,NA,0,NA,0,NA,2015-05-01,2,0,0,0.8421052631578947,0.09868421052631579,0.05921052631578947
201505,S92000003,S08000030,T319H,Minor Injury Unit or Other,687,687,NA,687,687,NA,0,NA,0,NA,635,NA,51,NA,1,NA,0,NA,0,NA,2015-05-01,2,0,0,0.9243085880640466,0.07423580786026202,0.001455604075691412
201505,S92000003,S08000030,T320H,Minor Injury Unit or Other,225,225,NA,225,225,NA,0,NA,0,NA,191,NA,27,NA,7,NA,0,NA,0,NA,2015-05-01,2,0,0,0.8488888888888889,0.12,0.03111111111111111
201505,S92000003,S08000030,T357C,Minor Injury Unit or Other,546,546,NA,546,546,NA,0,NA,0,NA,513,NA,31,NA,2,NA,0,NA,0,NA,2015-05-01,2,0,0,0.9395604395604396,0.056776556776556776,0.003663003663003663
201505,S92000003,S08000028,W106H,Minor Injury Unit or Other,52,NA,z,52,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201505,S92000003,S08000028,W107H,Emergency Department,540,540,NA,534,534,NA,115,NA,0,NA,412,NA,7,NA,6,NA,0,NA,0,NA,2015-05-01,2,0.21296296296296297,0,0.762962962962963,0.012962962962962963,0.011111111111111112
201505,S92000003,S08000028,W108H,Minor Injury Unit or Other,138,NA,z,138,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-05-01,2,NA,NA,NA,NA,NA
201506,S92000003,S08000015,A101H,Minor Injury Unit or Other,244,NA,z,241,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2015-06-01,2,NA,NA,NA,NA,NA
